"Gerold-Hightower	Joffrey-Baratheon	Barristan-Selmy,Eddard-Stark,Robert-Baratheon,Aerys-II-Targaryen,Jaime-Lannister"
Gerold-Hightower	Lem	Jaime-Lannister
Gerold-Hightower	Maron-Greyjoy	Eddard-Stark
Gerold-Hightower	Vargo-Hoat	Jaime-Lannister
"Gerold-Hightower	Jon-Snow	Eddard-Stark,Robert-Baratheon,Jaime-Lannister"
"Gerold-Hightower	Lewyn-Martell	Oswell-Whent,Arthur-Dayne"
Gerold-Hightower	Benjen-Stark	Robert-Baratheon
Gerold-Hightower	Elmar-Frey	Jaime-Lannister
"Gerold-Hightower	Rhaegar-Targaryen	Eddard-Stark,Robert-Baratheon,Arthur-Dayne,Aerys-II-Targaryen"
Gerold-Hightower	Torrhen-Stark	Eddard-Stark
"Gerold-Hightower	Cersei-Lannister	Barristan-Selmy,Eddard-Stark,Robert-Baratheon,Jaime-Lannister"
"Gerold-Hightower	Wyl-(guard)	Eddard-Stark,Jaime-Lannister"
Gerold-Hightower	Aemon-Targaryen-(Dragonknight)	Jaime-Lannister
"Gerold-Hightower	Raymun-Darry	Eddard-Stark,Robert-Baratheon"
"Gerold-Hightower	Barristan-Selmy	Eddard-Stark,Robert-Baratheon,Jaime-Lannister"
Gerold-Hightower	Shagwell	Jaime-Lannister
Gerold-Hightower	Mandon-Moore	Jaime-Lannister
Gerold-Hightower	Jeyne-Poole	Robert-Baratheon
"Gerold-Hightower	Cleos-Frey	Eddard-Stark,Jaime-Lannister"
"Gerold-Hightower	Vayon-Poole	Eddard-Stark,Robert-Baratheon"
"Gerold-Hightower	Jon-Arryn	Barristan-Selmy,Eddard-Stark,Robert-Baratheon,Aerys-II-Targaryen,Jaime-Lannister"
"Gerold-Hightower	Viserys-Targaryen	Robert-Baratheon,Aerys-II-Targaryen"
Gerold-Hightower	Desmond	Eddard-Stark
Gerold-Hightower	Tobho-Mott	Eddard-Stark
Gerold-Hightower	Stafford-Lannister	Jaime-Lannister
Gerold-Hightower	Myrcella-Baratheon	Robert-Baratheon
Gerold-Hightower	Smiling-Knight	Arthur-Dayne
"Gerold-Hightower	Balon-Greyjoy	Eddard-Stark,Robert-Baratheon"
"Gerold-Hightower	Mordane	Eddard-Stark,Robert-Baratheon"
"Gerold-Hightower	Tywin-Lannister	Eddard-Stark,Robert-Baratheon,Aerys-II-Targaryen,Jaime-Lannister"
Gerold-Hightower	Harys-Swyft	Jaime-Lannister
Gerold-Hightower	Drogo	Robert-Baratheon
Murch	Aggar	Gariss
"Robert-Baratheon	Raynald-Westerling	Robb-Stark,Catelyn-Stark"
"Robert-Baratheon	Qyburn	Brienne-of-Tarth,Jaime-Lannister"
Robert-Baratheon	Dalla	Jon-Snow
"Robert-Baratheon	Gerold-Hightower	Barristan-Selmy,Aerys-II-Targaryen,Eddard-Stark,Jaime-Lannister"
"Robert-Baratheon	Ellaria-Sand	Cersei-Lannister,Tyrion-Lannister"
Robert-Baratheon	Matthar	Jon-Snow
Robert-Baratheon	Ogo	Drogo
"Robert-Baratheon	Walton	Brienne-of-Tarth,Jaime-Lannister"
Robert-Baratheon	Zei	Jon-Snow
Robert-Baratheon	Guyard-Morrigen	Renly-Baratheon
"Robert-Baratheon	Allar-Deem	Janos-Slynt,Tyrion-Lannister"
"Robert-Baratheon	Hallyne	Joffrey-Baratheon,Tyrion-Lannister"
"Robert-Baratheon	Tyrion-Lannister	Petyr-Baelish,Jon-Snow,Jeor-Mormont,Cersei-Lannister,Stannis-Baratheon,Varys,Joffrey-Baratheon,Sandor-Clegane,Tywin-Lannister,Sansa-Stark,Lysa-Arryn,Bran-Stark,Janos-Slynt,Renly-Baratheon,Gregor-Clegane,Jon-Arryn,Meryn-Trant,Robb-Stark,Ilyn-Payne,Tommen-Baratheon,Myrcella-Baratheon,Aerys-II-Targaryen,Eddard-Stark,Arya-Stark,Loras-Tyrell,Pycelle,Viserys-Targaryen,Brienne-of-Tarth,Benjen-Stark,Jaime-Lannister,Catelyn-Stark,Lancel-Lannister"
"Robert-Baratheon	Boros-Blount	Cersei-Lannister,Joffrey-Baratheon,Sansa-Stark,Tyrion-Lannister,Meryn-Trant,Barristan-Selmy,Tommen-Baratheon,Loras-Tyrell,Jaime-Lannister"
Robert-Baratheon	Edric-Storm	Stannis-Baratheon
"Robert-Baratheon	Quaro	Daenerys-Targaryen,Drogo"
"Robert-Baratheon	Walder-Frey	Tywin-Lannister,Robb-Stark,Catelyn-Stark"
Robert-Baratheon	Heward	Jory-Cassel
"Robert-Baratheon	Irri	Illyrio-Mopatis,Jorah-Mormont,Daenerys-Targaryen,Viserys-Targaryen,Drogo"
Robert-Baratheon	Hayhead	Bran-Stark
Robert-Baratheon	Gared	Jeor-Mormont
Robert-Baratheon	Hugh	Jon-Arryn
